announced_date,region,number_of_facilities,total_number_of_quarantine_people,total_covid_confirmed_cases,new_positive_within_24hrs,deceased,new_deceased,ref
2020-08-18,Bago,187,2447,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Kayin,385,2455,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Shan (North),265,110,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Tanintharyi,189,1648,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Shan (South),80,611,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Mon,254,2699,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Rakhine,215,663,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Shan (East),7,47,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Ayeyarwady,73,542,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Magway,407,1216,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Sagaing,168,905,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Kayah,18,88,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Chin,18,58,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Nay Pyi Taw,3,314,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-18,Kachin,93,447,,,,,http://mohs.gov.mm/su/qkjo6600QK
2020-08-19,Yangon,67,4551,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Mandalay,69,980,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Bago,189,2316,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Kayin,387,2599,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Shan (North),266,87,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Tanintharyi,189,1682,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Shan (South),80,607,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Mon,254,2656,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Rakhine,227,734,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Shan (East),7,47,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Ayeyarwady,73,509,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Magway,407,1216,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Sagaing,168,919,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Kayah,18,86,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Chin,19,56,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Nay Pyi Taw,3,303,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-19,Kachin,90,465,,,,,http://mohs.gov.mm/su/gscy3234GS
2020-08-20,Yangon,67,4257,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Mandalay,69,993,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Bago,188,2323,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Kayin,392,2272,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Shan (North),267,83,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Tanintharyi,189,1692,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Shan (South),80,618,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Mon,259,2779,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Rakhine,227,735,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Shan (East),7,47,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Ayeyarwady,73,468,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Magway,407,1216,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Sagaing,168,861,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Kayah,18,90,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Chin,20,57,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Nay Pyi Taw,3,302,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-20,Kachin,90,466,,,,,http://mohs.gov.mm/su/vuku8364VU
2020-08-21,Yangon,68,4343,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Mandalay,69,1025,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Bago,186,2391,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Kayin,423,2224,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Shan (North),255,213,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Tanintharyi,189,1763,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Shan (South),80,468,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Mon,269,2745,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Rakhine,231,776,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Shan (East),7,47,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Ayeyarwady,75,503,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Magway,407,1216,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Sagaing,168,917,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Kayah,18,92,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Chin,20,59,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Nay Pyi Taw,3,303,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-21,Kachin,91,479,,,,,http://mohs.gov.mm/su/foms2782FO
2020-08-22,Yangon,65,4213,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Mandalay,71,1020,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Bago,181,2323,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Kayin,454,2257,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Shan (North),255,213,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Tanintharyi,189,1772,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Shan (South),80,485,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Mon,272,2811,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Rakhine,241,860,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Shan (East),7,51,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Ayeyarwady,74,530,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Magway,407,1216,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Sagaing,168,869,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Kayah,18,94,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Chin,20,58,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Nay Pyi Taw,3,304,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-22,Kachin,88,491,,,,,http://mohs.gov.mm/su/alao1326AL
2020-08-23,Yangon,67,4478,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Mandalay,71,1043,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Bago,180,2284,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Kayin,456,2370,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Shan (North),255,213,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Tanintharyi,189,1741,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Shan (South),80,472,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Mon,279,2860,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Rakhine,244,909,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Shan (East),7,51,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Ayeyarwady,74,532,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Magway,407,1216,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Sagaing,168,851,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Kayah,18,93,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Chin,20,60,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Nay Pyi Taw,3,292,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-23,Kachin,85,482,,,,,http://mohs.gov.mm/su/bfio1526BF
2020-08-24,Yangon,69,4777,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Mandalay,71,1027,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Bago,185,2370,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Kayin,459,2275,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Shan (North),268,91,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Tanintharyi,189,1898,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Shan (South),80,472,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Mon,277,2787,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Rakhine,258,985,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Shan (East),7,51,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Ayeyarwady,77,588,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Magway,407,1216,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Sagaing,168,843,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Kayah,18,89,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Chin,21,108,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Nay Pyi Taw,2,309,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-24,Kachin,89,520,,,,,http://mohs.gov.mm/su/hmgb3534HM
2020-08-25,Yangon,69,4772,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Mandalay,77,1066,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Bago,183,2395,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Kayin,457,2214,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Shan (North),268,94,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Tanintharyi,189,1898,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Shan (South),80,516,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Mon,283,2743,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Rakhine,278,1250,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Shan (East),7,30,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Ayeyarwady,78,540,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Magway,407,1216,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Sagaing,168,851,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Kayah,18,83,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Chin,19,109,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Nay Pyi Taw,2,304,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-25,Kachin,87,501,,,,,http://mohs.gov.mm/su/wcjj8884WC
2020-08-26,Yangon,72,4822,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Mandalay,77,1042,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Bago,179,2420,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Kayin,458,2190,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Shan (North),268,77,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Tanintharyi,189,1897,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Shan (South),80,429,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Mon,279,2675,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Rakhine,278,1352,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Shan (East),7,19,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Ayeyarwady,79,575,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Magway,407,1216,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Sagaing,168,863,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Kayah,18,67,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Chin,19,109,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Nay Pyi Taw,2,315,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-26,Kachin,87,506,,,,,http://mohs.gov.mm/su/wwxu8678WW
2020-08-27,Yangon,72,4654,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Mandalay,77,1023,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Bago,181,2405,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Kayin,456,2209,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Shan (North),269,69,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Tanintharyi,189,1859,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Shan (South),80,445,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Mon,269,2755,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Rakhine,310,1671,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Shan (East),7,15,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Ayeyarwady,81,608,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Magway,48,1316,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Sagaing,168,932,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Kayah,18,68,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Chin,19,110,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Nay Pyi Taw,4,317,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-27,Kachin,90,518,,,,,http://mohs.gov.mm/su/dqlv2203DQ
2020-08-28,Yangon,74,4738,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Mandalay,83,994,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Bago,185,2285,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Kayin,417,2097,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Shan (North),270,81,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Tanintharyi,189,1882,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Shan (South),81,463,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Mon,250,2738,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Rakhine,331,1771,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Shan (East),7,16,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Ayeyarwady,82,563,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Magway,48,1316,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Sagaing,168,915,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Kayah,18,72,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Chin,18,104,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Nay Pyi Taw,4,337,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-28,Kachin,88,521,,,,,http://mohs.gov.mm/su/ibqe3877IB
2020-08-29,Yangon,74,5079,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Mandalay,86,1021,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Bago,190,2235,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Kayin,418,2131,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Shan (North),270,81,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Tanintharyi,189,1878,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Shan (South),78,441,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Mon,254,2614,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Rakhine,365,2046,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Shan (East),7,34,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Ayeyarwady,84,621,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Magway,48,1316,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Sagaing,167,938,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Kayah,18,60,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Chin,18,96,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Nay Pyi Taw,4,337,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-29,Kachin,88,505,,,,,http://mohs.gov.mm/su/pwgi6286PW
2020-08-30,Yangon,75,4962,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Mandalay,87,1076,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Bago,190,2220,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Kayin,387,1962,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Shan (North),270,81,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Tanintharyi,189,1791,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Shan (South),78,434,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Mon,254,2627,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Rakhine,403,2395,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Shan (East),7,34,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Ayeyarwady,86,622,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Magway,48,1316,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Sagaing,167,921,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Kayah,18,51,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Chin,19,102,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Nay Pyi Taw,5,387,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-30,Kachin,86,503,,,,,http://mohs.gov.mm/su/stjd7512ST
2020-08-31,Yangon,76,4995,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Mandalay,78,1101,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Bago,182,2252,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Kayin,354,1900,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Shan (North),272,114,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Tanintharyi,189,1813,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Shan (South),78,364,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Mon,269,2599,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Rakhine,413,2550,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Shan (East),7,17,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Ayeyarwady,87,720,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Magway,48,1316,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Sagaing,167,905,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Kayah,18,59,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Chin,19,109,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Nay Pyi Taw,6,440,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-08-31,Kachin,87,554,,,,,http://mohs.gov.mm/su/ptwh6405PT
2020-01-09,Yangon,76,5016,406,33,5,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Mandalay,78,1137,7,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Bago,190,2227,17,5,1,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Kayin,384,1878,29,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Shan (North),272,118,3,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Tanintharyi,189,1798,6,1,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Shan (South),78,440,5,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Mon,281,2612,11,8,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Rakhine,413,2641,413,4,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Shan (East),7,17,3,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Ayeyarwady,88,703,3,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Magway,48,1316,4,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Sagaing,167,909,9,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Kayah,18,55,0,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Chin,19,114,18,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Nay Pyi Taw,6,495,3,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-01-09,Kachin,91,573,2,0,0,,http://mohs.gov.mm/su/oiaw6167OI
2020-02-09,Yangon,76,5036,442,36,5,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Mandalay,82,1170,10,3,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Bago,191,2233,40,24,1,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Kayin,392,1814,29,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Shan (North),272,117,3,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Tanintharyi,189,1798,6,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Shan (South),78,468,6,1,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Mon,270,2489,14,3,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Rakhine,449,2755,465,52,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Shan (East),7,21,3,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Ayeyarwady,88,714,3,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Magway,48,1316,4,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Sagaing,168,976,9,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Kayah,18,60,0,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Chin,19,121,18,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Nay Pyi Taw,6,532,4,1,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-02-09,Kachin,91,599,2,0,0,0,http://mohs.gov.mm/su/cnnx1792CN
2020-03-09,Yangon,78,5320,483,41,6,1,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Mandalay,83,1215,11,1,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Bago,188,2249,40,0,1,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Kayin,381,1826,29,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Shan (North),275,148,3,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Tanintharyi,189,1738,6,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Shan (South),78,496,6,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Mon,271,2400,15,1,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Rakhine,457,2844,496,31,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Shan (East),7,21,3,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Ayeyarwady,92,773,3,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Magway,48,1316,5,1,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Sagaing,168,965,9,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Kayah,18,54,0,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Chin,19,121,18,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Nay Pyi Taw,6,534,4,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-03-09,Kachin,91,673,2,0,0,0,http://mohs.gov.mm/su/jkvo4346JK
2020-04-09,Yangon,79,5416,548,52,6,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Mandalay,86,1282,19,8,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Bago,185,2326,41,1,1,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Kayin,389,1912,29,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Shan (North),276,160,3,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Tanintharyi,189,1812,6,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Shan (South),78,501,7,1,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Mon,264,2561,16,1,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Rakhine,461,2894,492,9,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Shan (East),7,31,6,3,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Ayeyarwady,100,841,4,1,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Magway,48,1316,5,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Sagaing,169,1011,9,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Kayah,18,68,0,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Chin,19,120,18,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Nay Pyi Taw,7,766,11,7,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-04-09,Kachin,99,699,2,0,0,0,http://mohs.gov.mm/su/jmxe4130JM
2020-05-09,Yangon,81,5753,605,71,7,1,http://mohs.gov.mm/su/ujmw8038UJ
2020-05-09,Mandalay,87,1363,38,18,0,0,http://mohs.gov.mm/su/ujmw8038UJ
2020-05-09,Bago,186,2424,41,0,1,0,http://mohs.gov.mm/su/ujmw8038UJ
2020-05-09,Kayin,377,2014,30,1,0,0,http://mohs.gov.mm/su/ujmw8038UJ
2020-05-09,Shan (North),276,160,3,0,0,0,http://mohs.gov.mm/su/ujmw8038UJ
2020-05-09,Tanintharyi,189,1857,6,0,0,0,http://mohs.gov.mm/su/ujmw8038UJ
